insertId,labels.execution_id,logName,receiveTimestamp,resource.labels.function_name,resource.labels.project_id,resource.labels.region,resource.type,severity,textPayload,timestamp,trace
000000-c5b323c7-acdc-456f-a49a-0f339e32fbb2,e05yjwz3fsea,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 118 ms, finished with status: 'ok'",2021-10-09T12:38:08.161388530Z,projects/taller3-pcuneo/traces/230b616bf7df57027e45a07e11eab27a
000000-9981ae41-7bb5-4f6e-9127-8f6c7cfd9d77,qh2r9n3lrcs2,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:12.507516392Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 15 ms, finished with status code: 200",2021-10-09T12:38:08.153346514Z,projects/taller3-pcuneo/traces/8a77cd6b9e123ed85f890114991ef3ec
000000-29cb8d75-b695-44e8-b458-ca32b4c6048d,qh2r9n3lrcs2,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:12.507516392Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:08.139314154Z,projects/taller3-pcuneo/traces/8a77cd6b9e123ed85f890114991ef3ec
000000-b2b4c437-6231-4755-9cfd-0e1d937418a3,6jdsvk422y3i,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:10.611153601Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:08.114052025Z,projects/taller3-pcuneo/traces/fd01be6c1cc825e90ef4b816d05ea949
000000-8deb046f-eed7-4908-ad3f-194e0cefb468,yvm2pli52fm9,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:08.082178826Z,projects/taller3-pcuneo/traces/add8a4d950a167cada14538e7abcdcb7
000000-10328f37-0842-4685-aa7f-4f17b937bf9d,e05yjwz3fsea,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:08.044017940Z,projects/taller3-pcuneo/traces/230b616bf7df57027e45a07e11eab27a
000000-54291064-42ae-423f-926a-3bd0c4d53d9e,e05yw983lxz6,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 98 ms, finished with status: 'ok'",2021-10-09T12:38:08.040767838Z,projects/taller3-pcuneo/traces/71079cbefa158b83d58863c121db8ab7
000000-f1ce12f0-3657-4ddc-b0c0-712329a883e8,6jds5opsac7a,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:10.611153601Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 48 ms, finished with status code: 200",2021-10-09T12:38:07.947843177Z,projects/taller3-pcuneo/traces/560543a4374ffa95bcbdaae0b0606c7a
000000-51811430-93ac-43b4-8916-b14671e2b3fd,e05yw983lxz6,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.943794664Z,projects/taller3-pcuneo/traces/71079cbefa158b83d58863c121db8ab7
000000-3cd292c8-f0b4-422d-8f52-5ffc5f73813a,e05y0icwovac,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 154 ms, finished with status: 'ok'",2021-10-09T12:38:07.940597457Z,projects/taller3-pcuneo/traces/f22c2b9061900c21493c54a46edd7d71
000000-4c738afd-833c-4891-85e6-7fc84537769a,yvm21qbw5qf4,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 97 ms, finished with status code: 200",2021-10-09T12:38:07.900983388Z,projects/taller3-pcuneo/traces/637d5b5941dae7fc9587a719f3762796
000000-ecb6d6f0-98ed-44e3-b54f-ebfcc5137847,6jds5opsac7a,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:10.611153601Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.900494945Z,projects/taller3-pcuneo/traces/560543a4374ffa95bcbdaae0b0606c7a
000000-9a941963-315e-4d90-9cd4-8088dcd49e71,qh2rrileiqrn,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:12.507516392Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 41 ms, finished with status code: 200",2021-10-09T12:38:07.877686531Z,projects/taller3-pcuneo/traces/4b06ea9a1b66396b50c870281f6b7e18
000000-ec6848fc-9927-4b44-8888-bf21c5f6e02a,qh2rrileiqrn,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:12.507516392Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.837634101Z,projects/taller3-pcuneo/traces/4b06ea9a1b66396b50c870281f6b7e18
000000-b968ffa5-46b3-4cd8-bc60-741795b06fc3,qh2rxqpqunkt,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:12.507516392Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 147 ms, finished with status code: 200",2021-10-09T12:38:07.835130593Z,projects/taller3-pcuneo/traces/862517e02debc4ed6301256576c865fa
000000-a38ff825-792e-4718-a247-4a5f8ddfa78a,yvm21qbw5qf4,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.804564751Z,projects/taller3-pcuneo/traces/637d5b5941dae7fc9587a719f3762796
000000-4a1e119c-b947-4c40-abfe-5464793bdc54,yvm275zcs1vx,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 65 ms, finished with status code: 200",2021-10-09T12:38:07.799074208Z,projects/taller3-pcuneo/traces/dd078a9853f3503dd4c9d15a9526fb76
000000-26cf394f-db98-4006-95e1-1a98b1454435,e05y0icwovac,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.786833233Z,projects/taller3-pcuneo/traces/f22c2b9061900c21493c54a46edd7d71
000000-5d766aba-08d6-4db0-b5c0-3dddf128cbf6,e05yf4ohm0ng,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 108 ms, finished with status: 'ok'",2021-10-09T12:38:07.783730640Z,projects/taller3-pcuneo/traces/ef10f4a757a85129833f89cff6ad2e1b
000000-b45586d9-7d1c-46d2-9112-e5ffe31f6f20,6jdsqni8wgcw,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:10.611153601Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 124 ms, finished with status code: 200",2021-10-09T12:38:07.781848907Z,projects/taller3-pcuneo/traces/2966c46289926130f5c4ea9a8a375e1b
000000-f75290bd-c68b-4c61-aa4b-ad812baa33dc,yvm275zcs1vx,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.735042660Z,projects/taller3-pcuneo/traces/dd078a9853f3503dd4c9d15a9526fb76
000000-55a34b44-ae5e-437b-9162-c42ba359c0e4,yvm2d9hay05q,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 53 ms, finished with status code: 200",2021-10-09T12:38:07.706984741Z,projects/taller3-pcuneo/traces/b270b6d23b4f4834b59802dba10c71c0
000000-806b49b9-3458-4285-81c2-c1a1cf5644ec,qh2rxqpqunkt,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:12.507516392Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.688483619Z,projects/taller3-pcuneo/traces/862517e02debc4ed6301256576c865fa
000000-e90b9f25-42ce-4f42-8918-b14f6fe940ab,e05yf4ohm0ng,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.676433266Z,projects/taller3-pcuneo/traces/ef10f4a757a85129833f89cff6ad2e1b
000000-9fbc95a7-7d97-4955-bede-2b2a72d7b7ea,e05yudds6y8m,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 100 ms, finished with status: 'ok'",2021-10-09T12:38:07.673444035Z,projects/taller3-pcuneo/traces/3966a71a3fb35151684ba6d2a066daad
000000-2a19d8b1-71cf-4791-a383-64321380264f,6jdsqni8wgcw,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:10.611153601Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.658289609Z,projects/taller3-pcuneo/traces/2966c46289926130f5c4ea9a8a375e1b
000000-5fdedf94-e3cd-4447-86ef-58baa4d74a76,yvm2d9hay05q,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.654147438Z,projects/taller3-pcuneo/traces/b270b6d23b4f4834b59802dba10c71c0
000000-af54b6d0-570c-40ff-b1bc-6a4d7bb9148c,yvm2yivlm9p6,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 36 ms, finished with status code: 200",2021-10-09T12:38:07.588215889Z,projects/taller3-pcuneo/traces/bbe11968c29c0dcf1b5437ffce835564
000000-f2c82447-0360-4ecf-9d96-774437070d8d,qh2r5gmm1hn6,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:12.507516392Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 91 ms, finished with status code: 200",2021-10-09T12:38:07.585770652Z,projects/taller3-pcuneo/traces/a2cc8b44f43046f20245a7ea0baf244b
000000-f227b054-0f36-414a-ad11-3e2355467c4e,e05yudds6y8m,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.574354126Z,projects/taller3-pcuneo/traces/3966a71a3fb35151684ba6d2a066daad
000000-72a739a7-715b-44a3-bde8-4408a90230db,e05y3x1hr02j,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 98 ms, finished with status: 'ok'",2021-10-09T12:38:07.571324609Z,projects/taller3-pcuneo/traces/eeff6886cd21783c0738c9b73632296e
000000-0648667d-fb9b-4c71-875f-7e39924db81a,yvm2yivlm9p6,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.552747100Z,projects/taller3-pcuneo/traces/bbe11968c29c0dcf1b5437ffce835564
000000-9daa21ff-8997-4b9a-ae8e-56caef6a587c,6jdsipnwa201,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:10.611153601Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 61 ms, finished with status code: 200",2021-10-09T12:38:07.548702602Z,projects/taller3-pcuneo/traces/9c703fe38117fa22a574fd82cdf24bfd
000000-902c64f3-56a4-4a3c-bab4-2f2b7ec9fec7,yvm2z7ue1sn3,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 35 ms, finished with status code: 200",2021-10-09T12:38:07.514082254Z,projects/taller3-pcuneo/traces/b01c4358935f4afd332da4139328d06b
000000-7a4ad214-28d2-4a41-9f2e-f4438d65d269,qh2r5gmm1hn6,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:12.507516392Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.494806021Z,projects/taller3-pcuneo/traces/a2cc8b44f43046f20245a7ea0baf244b
000000-a61e6bdd-156d-4f84-95ea-fc26da6456d2,6jdsipnwa201,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:10.611153601Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.487809593Z,projects/taller3-pcuneo/traces/9c703fe38117fa22a574fd82cdf24bfd
000000-4ad205ea-fbc1-4014-b562-edb501ac95b8,yvm2z7ue1sn3,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.479353383Z,projects/taller3-pcuneo/traces/b01c4358935f4afd332da4139328d06b
000000-39b28504-624a-4ff4-b9ae-bc26c19b6b5e,e05y3x1hr02j,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.473465706Z,projects/taller3-pcuneo/traces/eeff6886cd21783c0738c9b73632296e
000000-e4918551-0787-4ea5-9921-08c85818a1fd,e05ydqzm8d35,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 128 ms, finished with status: 'ok'",2021-10-09T12:38:07.469991436Z,projects/taller3-pcuneo/traces/6bcf3a211009f501928430d663d53e4d
000000-53e91307-0be4-4c78-a83c-4061f1020a74,yvm29lmqr8lr,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 91 ms, finished with status code: 200",2021-10-09T12:38:07.389156443Z,projects/taller3-pcuneo/traces/da49e2001517de5c766d2e2ccd40066e
000000-7f719300-2896-4ddc-a36b-38ba93df3850,e05ydqzm8d35,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.342984643Z,projects/taller3-pcuneo/traces/6bcf3a211009f501928430d663d53e4d
000000-684fee4f-ae42-4ee4-a980-9bd6ff9ab5ca,e05yj7g3q8lh,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 158 ms, finished with status: 'ok'",2021-10-09T12:38:07.339618493Z,projects/taller3-pcuneo/traces/df11b0436de316796fe2a42a4c0cfc8d
000000-a76ca8f4-31e4-4ad7-9953-e6a0f0986bb7,qh2r1u2myp0k,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:12.507516392Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 71 ms, finished with status code: 200",2021-10-09T12:38:07.304127153Z,projects/taller3-pcuneo/traces/7cc2d455fe37c9810c2ff963415cd44f
000000-5a6a0379-23e7-4e01-82fd-ca04a042854e,yvm29lmqr8lr,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.299003726Z,projects/taller3-pcuneo/traces/da49e2001517de5c766d2e2ccd40066e
000000-d04a6523-0697-4a92-a5de-37d0de60c5b5,yvm2qdfo28fr,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 176 ms, finished with status code: 200",2021-10-09T12:38:07.288356222Z,projects/taller3-pcuneo/traces/a6ccb5590e632f63cfef63003dfdc795
000000-b669b07a-4adf-4f74-bcc0-b4a4b133ba37,6jdspia76e34,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:10.611153601Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 85 ms, finished with status code: 200",2021-10-09T12:38:07.249272027Z,projects/taller3-pcuneo/traces/a90f9e7dac59e3044de73e69c89b46ed
000000-caf48f2c-70d4-44fa-b9db-a8efd9a0ebdc,qh2r1u2myp0k,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:12.507516392Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.233167563Z,projects/taller3-pcuneo/traces/7cc2d455fe37c9810c2ff963415cd44f
000000-57be12dc-f812-4dbc-8a8f-cb7874ca58a0,qh2rrbsjxr0t,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:12.507516392Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 46 ms, finished with status code: 200",2021-10-09T12:38:07.190313349Z,projects/taller3-pcuneo/traces/3fd054d0ff5d9dfca7e226fcbb9011ee
000000-97a1c3b8-82a1-4971-85d6-c3b434c16703,e05yj7g3q8lh,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.182516637Z,projects/taller3-pcuneo/traces/df11b0436de316796fe2a42a4c0cfc8d
000000-27a66fc0-0174-4b2d-819a-57e7728d8a24,e05yq87ic6ow,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 112 ms, finished with status: 'ok'",2021-10-09T12:38:07.178327321Z,projects/taller3-pcuneo/traces/5c638023c763a21043259c152b881036
000000-ecca14ed-3f71-4899-aeb5-e0e570266bda,6jdspia76e34,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:10.611153601Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.164354551Z,projects/taller3-pcuneo/traces/a90f9e7dac59e3044de73e69c89b46ed
000000-db32dfd4-1fbd-4bee-af07-963d9356b86e,6jdseqbxp5hi,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:10.611153601Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 255 ms, finished with status code: 200",2021-10-09T12:38:07.148331576Z,projects/taller3-pcuneo/traces/df59e6cf790426dc750c6d4aedff1a15
000000-d626eefb-01b7-4343-9924-c2fd61f92f87,qh2rrbsjxr0t,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:12.507516392Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.144496493Z,projects/taller3-pcuneo/traces/3fd054d0ff5d9dfca7e226fcbb9011ee
000000-1ab4c26f-56ed-4d41-9b6d-6db402cfee64,yvm2qdfo28fr,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.113252246Z,projects/taller3-pcuneo/traces/a6ccb5590e632f63cfef63003dfdc795
000000-41b88504-9058-4cb7-84c4-2f429b6488d6,e05yq87ic6ow,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:07.067021849Z,projects/taller3-pcuneo/traces/5c638023c763a21043259c152b881036
000000-c82d592d-7613-47d5-a727-6c98d594f65a,e05ycpmoo4fe,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 120 ms, finished with status: 'ok'",2021-10-09T12:38:07.063412226Z,projects/taller3-pcuneo/traces/158754958f9dd6078dfc62f5ac10947a
000000-efd7b8b8-05a1-46df-9e58-7bd8dcec5d7b,yvm2xqufvrf6,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 69 ms, finished with status code: 200",2021-10-09T12:38:06.998339352Z,projects/taller3-pcuneo/traces/b6fc06a15fcecd91481866136a8d771d
000000-fb5b2ac0-cbad-48bf-b21d-c8b6d37c3cf9,e05ycpmoo4fe,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:06.943612977Z,projects/taller3-pcuneo/traces/158754958f9dd6078dfc62f5ac10947a
000000-037a18f7-e34a-4171-a13e-b339e150592e,e05yk47x11ot,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:09.963006066Z,inc_visits,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 374 ms, finished with status: 'ok'",2021-10-09T12:38:06.939789895Z,projects/taller3-pcuneo/traces/1a481c38c37b22c60c5f03792a304a5e
000000-629c226d-b2f4-41e1-83df-34bf137bcf1a,yvm2xqufvrf6,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:06.929462723Z,projects/taller3-pcuneo/traces/b6fc06a15fcecd91481866136a8d771d
000000-d0838155-1828-4f0c-b28f-b53794ade6b1,yvm2k2y7oafx,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 18 ms, finished with status code: 200",2021-10-09T12:38:06.896833314Z,projects/taller3-pcuneo/traces/4170d39e621535e2e9d00aaac1d3c186
000000-21eb8a75-7450-428c-8956-d08a150ddaec,6jdseqbxp5hi,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:10.611153601Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:06.893996574Z,projects/taller3-pcuneo/traces/df59e6cf790426dc750c6d4aedff1a15
000000-1e1fc36c-943d-4419-bd03-95fb5dc04ccc,yvm2k2y7oafx,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:06.879161027Z,projects/taller3-pcuneo/traces/4170d39e621535e2e9d00aaac1d3c186
000000-a9d87546-cfd9-465c-8812-9dfe0108e7df,yvm2cbjsp9tx,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:14.029105581Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 93 ms, finished with status code: 200",2021-10-09T12:38:06.787959333Z,projects/taller3-pcuneo/traces/5eba59c411e83f427f9b0fa3548776ed
000000-4261e21d-3d6e-493b-86da-a01e68c96e63,qh2rddgu44ru,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:12.507516392Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 53 ms, finished with status code: 200",2021-10-09T12:38:06.787482759Z,projects/taller3-pcuneo/traces/b87c1bbb3ade1e9d02b48c3a9864378a
000000-093e6ce9-2eec-42e7-8414-e9b55e4b7a76,6jdsr179wdxl,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:10.611153601Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,"Function execution took 63 ms, finished with status code: 200",2021-10-09T12:38:06.771762766Z,projects/taller3-pcuneo/traces/0bdb426dc86100cbcb7e6cca605035fb
000000-9e34f6e7-3e01-4985-b21b-3b8c4216dcf7,qh2rddgu44ru,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:12.507516392Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:06.735260313Z,projects/taller3-pcuneo/traces/b87c1bbb3ade1e9d02b48c3a9864378a
000000-6310db5a-d823-4ad4-b7ea-867907c8893b,6jdsr179wdxl,projects/taller3-pcuneo/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2021-10-09T12:38:10.611153601Z,api,taller3-pcuneo,us-central1,cloud_function,DEBUG,Function execution started,2021-10-09T12:38:06.708888929Z,projects/taller3-pcuneo/traces/0bdb426dc86100cbcb7e6cca605035fb
